weather,road_condition,traffic_level,visibility,time_of_day,speed_kmh,road_type,lighting,num_vehicles,risk_score,risk_level
Overcast,Under Construction,Low,Poor (100-500m),Morning Rush,77,Ghat / Mountain,Dark / No Lights,32,76.2,HIGH
Snow,Under Construction,Moderate,Very Poor (<100m),Morning Rush,83,Residential,Daylight,3,59.8,MEDIUM
Rainy,Wet,Congested,Poor (100-500m),Morning Rush,66,Residential,Dark / No Lights,2,97,HIGH
Overcast,Under Construction,Moderate,Good (>1km),Afternoon,104,Rural Single Lane,Well Lit Street,26,35.0,LOW
Overcast,Under Construction,Heavy,Poor (100-500m),Late Night,114,Urban Arterial,Well Lit Street,26,87.6,HIGH
Rainy,Potholes / Damaged,Moderate,Moderate (500m-1km),Dawn,67,Ghat / Mountain,Dimly Lit,32,64.7,MEDIUM
Overcast,Potholes / Damaged,Heavy,Very Poor (<100m),Afternoon,69,Residential,Well Lit Street,5,64.1,MEDIUM
Overcast,Dry,Low,Good (>1km),Afternoon,53,Ghat / Mountain,Daylight,13,30.6,LOW
Snow,Dry,Heavy,Good (>1km),Afternoon,80,Residential,Dimly Lit,11,56.6,MEDIUM
Rainy,Wet,Congested,Moderate (500m-1km),Dawn,112,Urban Arterial,Daylight,15,90.3,HIGH
Overcast,Wet,Low,Moderate (500m-1km),Evening Rush,70,Residential,Dark / No Lights,12,52.9,MEDIUM
Foggy,Icy,Congested,Moderate (500m-1km),Dawn,46,Highway,Dimly Lit,22,85.2,HIGH
Snow,Dry,Congested,Good (>1km),Dawn,97,Ghat / Mountain,Daylight,13,95.6,HIGH
Rainy,Under Construction,Low,Poor (100-500m),Afternoon,99,Residential,Dark / No Lights,9,97,HIGH
Overcast,Potholes / Damaged,Moderate,Very Poor (<100m),Evening Rush,59,Urban Arterial,Well Lit Street,26,53.8,MEDIUM
Foggy,Icy,Moderate,Very Poor (<100m),Dawn,69,Residential,Dark / No Lights,9,97,HIGH
Snow,Dry,Low,Very Poor (<100m),Afternoon,91,Urban Arterial,Dimly Lit,8,81.0,HIGH
Foggy,Potholes / Damaged,Moderate,Good (>1km),Afternoon,98,Urban Arterial,Daylight,3,78.9,HIGH
Snow,Potholes / Damaged,Heavy,Very Poor (<100m),Dawn,30,Ghat / Mountain,Dark / No Lights,9,97,HIGH
Foggy,Dry,Moderate,Very Poor (<100m),Evening Rush,86,Ghat / Mountain,Dark / No Lights,30,97,HIGH
Clear,Potholes / Damaged,Congested,Very Poor (<100m),Dawn,94,Residential,Dark / No Lights,20,97,HIGH
Rainy,Icy,Congested,Poor (100-500m),Evening Rush,74,Rural Single Lane,Dimly Lit,7,97,HIGH
Clear,Dry,Low,Good (>1km),Morning Rush,50,Highway,Well Lit Street,33,18.4,LOW
Foggy,Wet,Congested,Very Poor (<100m),Dawn,97,Highway,Daylight,29,97,HIGH
Snow,Potholes / Damaged,Low,Poor (100-500m),Dawn,73,Highway,Daylight,29,76.9,HIGH
Rainy,Icy,Congested,Moderate (500m-1km),Late Night,111,Rural Single Lane,Daylight,15,97,HIGH
Overcast,Wet,Congested,Moderate (500m-1km),Afternoon,66,Highway,Well Lit Street,7,52.5,MEDIUM
Overcast,Under Construction,Heavy,Good (>1km),Afternoon,33,Urban Arterial,Dimly Lit,8,32.5,LOW
Foggy,Under Construction,Heavy,Moderate (500m-1km),Late Night,38,Urban Arterial,Daylight,11,71.5,HIGH
Clear,Wet,Congested,Good (>1km),Evening Rush,91,Urban Arterial,Daylight,9,68.2,MEDIUM
Snow,Dry,Congested,Very Poor (<100m),Evening Rush,80,Ghat / Mountain,Dark / No Lights,17,97,HIGH
Overcast,Dry,Heavy,Poor (100-500m),Afternoon,73,Residential,Daylight,11,52.9,MEDIUM
Snow,Wet,Low,Moderate (500m-1km),Afternoon,90,Rural Single Lane,Dark / No Lights,9,80.2,HIGH
Snow,Icy,Moderate,Moderate (500m-1km),Evening Rush,94,Residential,Dark / No Lights,6,97,HIGH
Overcast,Dry,Congested,Moderate (500m-1km),Afternoon,41,Highway,Dimly Lit,20,30.6,LOW
Overcast,Wet,Heavy,Poor (100-500m),Morning Rush,120,Urban Arterial,Dark / No Lights,13,97,HIGH
Clear,Dry,Low,Good (>1km),Dawn,60,Rural Single Lane,Dark / No Lights,8,35.3,LOW
Clear,Icy,Low,Moderate (500m-1km),Dawn,68,Ghat / Mountain,Dark / No Lights,21,87.9,HIGH
Clear,Under Construction,Low,Very Poor (<100m),Dawn,93,Highway,Daylight,21,62.5,MEDIUM
Rainy,Under Construction,Heavy,Poor (100-500m),Afternoon,62,Ghat / Mountain,Well Lit Street,33,92.6,HIGH
Snow,Icy,Heavy,Poor (100-500m),Late Night,61,Urban Arterial,Dark / No Lights,17,97,HIGH
Clear,Potholes / Damaged,Heavy,Good (>1km),Morning Rush,37,Highway,Well Lit Street,28,47.0,MEDIUM
Foggy,Potholes / Damaged,Moderate,Poor (100-500m),Evening Rush,43,Residential,Well Lit Street,23,73.1,HIGH
Clear,Under Construction,Moderate,Good (>1km),Dawn,88,Rural Single Lane,Well Lit Street,17,12.7,LOW
Overcast,Dry,Low,Very Poor (<100m),Afternoon,55,Rural Single Lane,Daylight,34,37.6,LOW
Foggy,Wet,Heavy,Moderate (500m-1km),Dawn,73,Urban Arterial,Dark / No Lights,3,90.5,HIGH
Foggy,Under Construction,Low,Poor (100-500m),Morning Rush,120,Rural Single Lane,Daylight,32,84.5,HIGH
Clear,Icy,Moderate,Good (>1km),Late Night,105,Rural Single Lane,Dark / No Lights,26,97,HIGH
Snow,Wet,Congested,Moderate (500m-1km),Afternoon,76,Rural Single Lane,Dark / No Lights,34,95.3,HIGH
Rainy,Under Construction,Congested,Very Poor (<100m),Dawn,89,Rural Single Lane,Daylight,7,72.6,HIGH
Rainy,Potholes / Damaged,Heavy,Very Poor (<100m),Late Night,59,Ghat / Mountain,Daylight,7,97,HIGH
Rainy,Under Construction,Moderate,Poor (100-500m),Evening Rush,86,Ghat / Mountain,Daylight,23,73.6,HIGH
Overcast,Potholes / Damaged,Congested,Very Poor (<100m),Afternoon,37,Highway,Well Lit Street,20,65.6,MEDIUM
Clear,Under Construction,Heavy,Poor (100-500m),Dawn,82,Residential,Daylight,27,52.2,MEDIUM
Overcast,Dry,Moderate,Poor (100-500m),Afternoon,25,Highway,Well Lit Street,31,36.3,LOW
Snow,Icy,Low,Very Poor (<100m),Afternoon,72,Urban Arterial,Well Lit Street,31,94.1,HIGH
Foggy,Wet,Congested,Poor (100-500m),Evening Rush,101,Ghat / Mountain,Dimly Lit,10,97,HIGH
Clear,Potholes / Damaged,Heavy,Very Poor (<100m),Afternoon,109,Urban Arterial,Daylight,24,87.2,HIGH
Snow,Potholes / Damaged,Congested,Poor (100-500m),Afternoon,59,Urban Arterial,Well Lit Street,11,97,HIGH
Rainy,Potholes / Damaged,Heavy,Very Poor (<100m),Late Night,103,Highway,Daylight,4,97,HIGH
Foggy,Wet,Congested,Moderate (500m-1km),Evening Rush,35,Highway,Well Lit Street,5,70.2,HIGH
Clear,Potholes / Damaged,Heavy,Very Poor (<100m),Dawn,59,Residential,Daylight,16,70.6,HIGH
Clear,Under Construction,Moderate,Very Poor (<100m),Morning Rush,83,Urban Arterial,Well Lit Street,24,37.0,LOW
Clear,Icy,Moderate,Very Poor (<100m),Dawn,26,Rural Single Lane,Dimly Lit,10,68.5,MEDIUM
Foggy,Dry,Heavy,Very Poor (<100m),Evening Rush,34,Rural Single Lane,Dark / No Lights,17,97,HIGH
Foggy,Potholes / Damaged,Moderate,Good (>1km),Dawn,108,Ghat / Mountain,Daylight,34,95.4,HIGH
Snow,Under Construction,Low,Good (>1km),Late Night,36,Ghat / Mountain,Dimly Lit,11,70.0,HIGH
Rainy,Dry,Heavy,Good (>1km),Late Night,116,Ghat / Mountain,Dark / No Lights,12,97,HIGH
Foggy,Icy,Low,Good (>1km),Evening Rush,44,Highway,Daylight,5,69.8,MEDIUM
Snow,Dry,Congested,Poor (100-500m),Morning Rush,92,Residential,Well Lit Street,24,97,HIGH
Snow,Icy,Heavy,Very Poor (<100m),Evening Rush,77,Residential,Daylight,15,97,HIGH
Foggy,Wet,Low,Good (>1km),Dawn,94,Rural Single Lane,Dimly Lit,23,77.3,HIGH
Overcast,Under Construction,Congested,Good (>1km),Afternoon,57,Rural Single Lane,Daylight,32,30.1,LOW
Overcast,Wet,Heavy,Poor (100-500m),Late Night,42,Residential,Well Lit Street,18,85.3,HIGH
Snow,Wet,Heavy,Good (>1km),Late Night,95,Residential,Well Lit Street,15,97,HIGH
Overcast,Potholes / Damaged,Heavy,Moderate (500m-1km),Evening Rush,46,Residential,Daylight,2,46.7,MEDIUM
Foggy,Potholes / Damaged,Low,Good (>1km),Morning Rush,97,Highway,Dark / No Lights,6,93.9,HIGH
Overcast,Dry,Low,Good (>1km),Late Night,73,Ghat / Mountain,Daylight,10,50.8,MEDIUM
Clear,Under Construction,Moderate,Moderate (500m-1km),Evening Rush,77,Urban Arterial,Dark / No Lights,13,37.7,LOW
Snow,Icy,Moderate,Good (>1km),Late Night,42,Ghat / Mountain,Dark / No Lights,17,97,HIGH
Rainy,Icy,Congested,Good (>1km),Evening Rush,36,Highway,Well Lit Street,2,82.2,HIGH
Overcast,Under Construction,Low,Good (>1km),Late Night,101,Ghat / Mountain,Well Lit Street,24,66.9,MEDIUM
Snow,Under Construction,Low,Good (>1km),Late Night,74,Highway,Daylight,17,59.0,MEDIUM
Rainy,Dry,Low,Poor (100-500m),Morning Rush,65,Rural Single Lane,Daylight,24,52.0,MEDIUM
Clear,Icy,Heavy,Good (>1km),Late Night,104,Ghat / Mountain,Dark / No Lights,9,97,HIGH
Snow,Under Construction,Moderate,Good (>1km),Late Night,31,Ghat / Mountain,Dark / No Lights,2,92.9,HIGH
Rainy,Icy,Heavy,Good (>1km),Afternoon,50,Rural Single Lane,Well Lit Street,14,86.3,HIGH
Overcast,Wet,Heavy,Good (>1km),Late Night,88,Ghat / Mountain,Daylight,2,84.1,HIGH
Foggy,Potholes / Damaged,Low,Very Poor (<100m),Dawn,50,Residential,Daylight,3,78.2,HIGH
Rainy,Wet,Heavy,Good (>1km),Evening Rush,110,Residential,Well Lit Street,31,92.6,HIGH
Rainy,Under Construction,Heavy,Good (>1km),Dawn,84,Urban Arterial,Dimly Lit,26,45.9,MEDIUM
Foggy,Under Construction,Moderate,Moderate (500m-1km),Evening Rush,86,Urban Arterial,Dimly Lit,8,39.2,LOW
Foggy,Potholes / Damaged,Low,Good (>1km),Late Night,78,Residential,Dark / No Lights,15,84.3,HIGH
Foggy,Wet,Congested,Good (>1km),Morning Rush,55,Rural Single Lane,Daylight,26,74.8,HIGH
Rainy,Wet,Moderate,Very Poor (<100m),Evening Rush,51,Urban Arterial,Dark / No Lights,14,96.0,HIGH
Foggy,Potholes / Damaged,Low,Moderate (500m-1km),Morning Rush,72,Rural Single Lane,Dimly Lit,34,57.3,MEDIUM
Clear,Dry,Moderate,Moderate (500m-1km),Morning Rush,25,Highway,Dimly Lit,32,13.8,LOW
Snow,Icy,Heavy,Poor (100-500m),Evening Rush,94,Highway,Dimly Lit,16,97,HIGH
Snow,Icy,Moderate,Good (>1km),Evening Rush,97,Urban Arterial,Dimly Lit,8,94.2,HIGH
Snow,Wet,Congested,Poor (100-500m),Dawn,105,Ghat / Mountain,Dark / No Lights,10,97,HIGH
Foggy,Icy,Congested,Poor (100-500m),Evening Rush,28,Ghat / Mountain,Dark / No Lights,13,97,HIGH
Snow,Dry,Heavy,Moderate (500m-1km),Dawn,66,Highway,Dimly Lit,14,59.1,MEDIUM
Snow,Wet,Heavy,Good (>1km),Evening Rush,100,Urban Arterial,Dimly Lit,20,93.7,HIGH
Clear,Dry,Moderate,Poor (100-500m),Late Night,85,Urban Arterial,Daylight,7,52.5,MEDIUM
Foggy,Wet,Heavy,Moderate (500m-1km),Dawn,74,Rural Single Lane,Dimly Lit,30,74.9,HIGH
Foggy,Under Construction,Moderate,Poor (100-500m),Dawn,79,Ghat / Mountain,Well Lit Street,25,75.9,HIGH
Snow,Icy,Low,Very Poor (<100m),Late Night,103,Rural Single Lane,Daylight,31,97,HIGH
Foggy,Dry,Heavy,Good (>1km),Dawn,101,Ghat / Mountain,Dimly Lit,32,93.9,HIGH
Snow,Under Construction,Heavy,Very Poor (<100m),Morning Rush,87,Urban Arterial,Well Lit Street,17,76.7,HIGH
Snow,Under Construction,Moderate,Good (>1km),Morning Rush,120,Rural Single Lane,Daylight,23,60.5,MEDIUM
Overcast,Icy,Low,Good (>1km),Dawn,105,Ghat / Mountain,Daylight,27,87.1,HIGH
Clear,Dry,Low,Poor (100-500m),Morning Rush,68,Urban Arterial,Dimly Lit,34,39.7,LOW
Clear,Wet,Moderate,Poor (100-500m),Afternoon,60,Rural Single Lane,Dark / No Lights,12,75.2,HIGH
Overcast,Dry,Low,Poor (100-500m),Afternoon,68,Urban Arterial,Daylight,15,34.8,LOW
Rainy,Under Construction,Congested,Very Poor (<100m),Evening Rush,36,Urban Arterial,Dimly Lit,11,73.0,HIGH
Foggy,Wet,Moderate,Good (>1km),Late Night,114,Urban Arterial,Dimly Lit,19,89.6,HIGH
Clear,Wet,Heavy,Moderate (500m-1km),Morning Rush,80,Highway,Well Lit Street,22,51.4,MEDIUM
Clear,Icy,Moderate,Moderate (500m-1km),Afternoon,32,Highway,Daylight,3,49.2,MEDIUM
Snow,Dry,Moderate,Very Poor (<100m),Late Night,120,Highway,Daylight,26,97,HIGH
Snow,Under Construction,Heavy,Very Poor (<100m),Afternoon,117,Rural Single Lane,Dark / No Lights,4,97,HIGH
Foggy,Potholes / Damaged,Heavy,Good (>1km),Afternoon,118,Highway,Dimly Lit,30,88.8,HIGH
Clear,Dry,Congested,Moderate (500m-1km),Afternoon,75,Ghat / Mountain,Daylight,27,46.4,MEDIUM
Foggy,Wet,Moderate,Poor (100-500m),Late Night,51,Residential,Dimly Lit,10,89.0,HIGH
Snow,Under Construction,Low,Poor (100-500m),Morning Rush,30,Highway,Dark / No Lights,13,83.7,HIGH
Overcast,Dry,Low,Very Poor (<100m),Dawn,59,Rural Single Lane,Dimly Lit,35,40.6,LOW
Overcast,Under Construction,Heavy,Very Poor (<100m),Evening Rush,94,Urban Arterial,Dark / No Lights,7,96.1,HIGH
Overcast,Icy,Low,Good (>1km),Afternoon,65,Urban Arterial,Dimly Lit,19,45.6,MEDIUM
Snow,Dry,Moderate,Moderate (500m-1km),Evening Rush,107,Highway,Dark / No Lights,12,85.5,HIGH
Overcast,Wet,Low,Good (>1km),Morning Rush,70,Urban Arterial,Dimly Lit,14,36.6,LOW
Clear,Wet,Congested,Good (>1km),Morning Rush,108,Highway,Dark / No Lights,21,90.9,HIGH
Clear,Dry,Low,Good (>1km),Afternoon,89,Urban Arterial,Dark / No Lights,3,34.7,LOW
Clear,Dry,Low,Very Poor (<100m),Late Night,53,Residential,Well Lit Street,5,48.3,MEDIUM
Clear,Under Construction,Heavy,Good (>1km),Afternoon,86,Highway,Dimly Lit,4,27.4,LOW
Foggy,Wet,Heavy,Poor (100-500m),Dawn,119,Rural Single Lane,Well Lit Street,19,97,HIGH
Rainy,Icy,Heavy,Very Poor (<100m),Late Night,102,Urban Arterial,Dimly Lit,12,97,HIGH
Clear,Potholes / Damaged,Low,Moderate (500m-1km),Late Night,78,Highway,Dark / No Lights,8,63.1,MEDIUM
Clear,Dry,Congested,Moderate (500m-1km),Late Night,99,Ghat / Mountain,Dimly Lit,24,85.1,HIGH
Overcast,Potholes / Damaged,Moderate,Very Poor (<100m),Morning Rush,115,Highway,Daylight,11,74.3,HIGH
Foggy,Wet,Congested,Very Poor (<100m),Afternoon,69,Urban Arterial,Dark / No Lights,3,97,HIGH
Clear,Under Construction,Congested,Poor (100-500m),Evening Rush,93,Rural Single Lane,Daylight,7,72.3,HIGH
Overcast,Icy,Heavy,Moderate (500m-1km),Afternoon,55,Rural Single Lane,Dark / No Lights,31,81.2,HIGH
Overcast,Potholes / Damaged,Moderate,Moderate (500m-1km),Evening Rush,93,Highway,Well Lit Street,19,53.1,MEDIUM
Foggy,Dry,Heavy,Moderate (500m-1km),Morning Rush,34,Urban Arterial,Well Lit Street,14,58.8,MEDIUM
Rainy,Potholes / Damaged,Congested,Poor (100-500m),Afternoon,57,Highway,Well Lit Street,34,84.4,HIGH
Foggy,Dry,Moderate,Good (>1km),Morning Rush,30,Residential,Daylight,15,42.9,MEDIUM
Rainy,Under Construction,Moderate,Moderate (500m-1km),Afternoon,82,Urban Arterial,Dark / No Lights,31,53.9,MEDIUM
Snow,Wet,Moderate,Moderate (500m-1km),Morning Rush,62,Residential,Dimly Lit,27,61.7,MEDIUM
Rainy,Dry,Low,Poor (100-500m),Evening Rush,113,Residential,Dark / No Lights,13,97,HIGH
Overcast,Icy,Congested,Good (>1km),Late Night,39,Highway,Dimly Lit,35,82.4,HIGH
Rainy,Wet,Moderate,Very Poor (<100m),Evening Rush,57,Residential,Dark / No Lights,14,93.6,HIGH
Clear,Icy,Low,Moderate (500m-1km),Morning Rush,95,Highway,Dark / No Lights,4,92.7,HIGH
Rainy,Potholes / Damaged,Congested,Good (>1km),Dawn,52,Ghat / Mountain,Dimly Lit,8,85.2,HIGH
Clear,Dry,Heavy,Moderate (500m-1km),Late Night,54,Rural Single Lane,Dimly Lit,14,41.4,LOW
Snow,Dry,Moderate,Very Poor (<100m),Morning Rush,104,Residential,Well Lit Street,32,83.1,HIGH
Foggy,Wet,Heavy,Good (>1km),Late Night,112,Urban Arterial,Well Lit Street,9,97,HIGH
Clear,Wet,Heavy,Moderate (500m-1km),Morning Rush,54,Rural Single Lane,Dark / No Lights,17,70.4,HIGH
Rainy,Potholes / Damaged,Congested,Very Poor (<100m),Late Night,111,Rural Single Lane,Dimly Lit,10,97,HIGH
Clear,Dry,Heavy,Poor (100-500m),Morning Rush,109,Highway,Well Lit Street,11,72.1,HIGH
Foggy,Icy,Heavy,Moderate (500m-1km),Dawn,107,Residential,Dimly Lit,33,97,HIGH
Snow,Dry,Low,Good (>1km),Evening Rush,76,Urban Arterial,Daylight,33,41.9,LOW
Rainy,Dry,Moderate,Very Poor (<100m),Morning Rush,61,Ghat / Mountain,Dimly Lit,10,69.8,MEDIUM
Foggy,Under Construction,Low,Poor (100-500m),Afternoon,105,Ghat / Mountain,Dark / No Lights,22,97,HIGH
Snow,Dry,Congested,Good (>1km),Evening Rush,58,Urban Arterial,Well Lit Street,26,53.2,MEDIUM
Foggy,Icy,Heavy,Very Poor (<100m),Evening Rush,110,Urban Arterial,Dimly Lit,5,97,HIGH
Rainy,Potholes / Damaged,Heavy,Very Poor (<100m),Dawn,116,Residential,Daylight,23,97,HIGH
Snow,Under Construction,Moderate,Poor (100-500m),Late Night,71,Rural Single Lane,Well Lit Street,8,74.4,HIGH
Clear,Icy,Heavy,Very Poor (<100m),Evening Rush,42,Rural Single Lane,Dimly Lit,28,83.2,HIGH
Overcast,Potholes / Damaged,Heavy,Good (>1km),Late Night,43,Highway,Dimly Lit,26,57.6,MEDIUM
Foggy,Potholes / Damaged,Heavy,Good (>1km),Dawn,98,Highway,Daylight,5,92.3,HIGH
Foggy,Potholes / Damaged,Heavy,Very Poor (<100m),Afternoon,91,Residential,Daylight,26,97,HIGH
Foggy,Icy,Congested,Very Poor (<100m),Dawn,47,Urban Arterial,Dark / No Lights,16,97,HIGH
Foggy,Under Construction,Congested,Very Poor (<100m),Afternoon,80,Urban Arterial,Dimly Lit,23,76.4,HIGH
Rainy,Icy,Congested,Poor (100-500m),Morning Rush,44,Ghat / Mountain,Well Lit Street,10,97,HIGH
Overcast,Under Construction,Congested,Moderate (500m-1km),Late Night,72,Urban Arterial,Daylight,17,44.6,MEDIUM
Foggy,Icy,Low,Moderate (500m-1km),Dawn,56,Rural Single Lane,Dark / No Lights,5,92.4,HIGH
Clear,Icy,Moderate,Very Poor (<100m),Late Night,50,Ghat / Mountain,Dark / No Lights,35,97,HIGH
Clear,Dry,Low,Poor (100-500m),Morning Rush,105,Rural Single Lane,Daylight,30,59.1,MEDIUM
Overcast,Dry,Moderate,Moderate (500m-1km),Morning Rush,98,Residential,Daylight,14,35.4,LOW
Clear,Dry,Moderate,Good (>1km),Evening Rush,63,Residential,Dark / No Lights,8,38.7,LOW
Foggy,Icy,Congested,Moderate (500m-1km),Evening Rush,66,Highway,Dark / No Lights,24,97,HIGH
Overcast,Icy,Low,Poor (100-500m),Evening Rush,64,Highway,Dimly Lit,35,72.1,HIGH
Rainy,Wet,Heavy,Poor (100-500m),Late Night,91,Urban Arterial,Dark / No Lights,19,97,HIGH
Clear,Icy,Congested,Moderate (500m-1km),Dawn,69,Highway,Dark / No Lights,7,82.0,HIGH
Clear,Dry,Moderate,Moderate (500m-1km),Afternoon,101,Rural Single Lane,Daylight,6,36.6,LOW
Snow,Dry,Low,Poor (100-500m),Dawn,85,Residential,Dimly Lit,23,63.7,MEDIUM
Foggy,Under Construction,Moderate,Good (>1km),Late Night,77,Residential,Well Lit Street,20,50.7,MEDIUM
Clear,Potholes / Damaged,Heavy,Poor (100-500m),Late Night,43,Residential,Dark / No Lights,1,97,HIGH
Foggy,Potholes / Damaged,Moderate,Moderate (500m-1km),Afternoon,87,Residential,Dimly Lit,12,51.5,MEDIUM
Rainy,Wet,Congested,Very Poor (<100m),Morning Rush,101,Highway,Daylight,11,97,HIGH
Foggy,Wet,Low,Good (>1km),Afternoon,96,Rural Single Lane,Daylight,1,76.6,HIGH
Overcast,Under Construction,Congested,Good (>1km),Dawn,85,Ghat / Mountain,Dimly Lit,3,46.5,MEDIUM
Foggy,Under Construction,Heavy,Poor (100-500m),Morning Rush,43,Rural Single Lane,Daylight,14,79.3,HIGH
Clear,Potholes / Damaged,Heavy,Moderate (500m-1km),Morning Rush,72,Rural Single Lane,Well Lit Street,26,48.2,MEDIUM
Overcast,Under Construction,Moderate,Very Poor (<100m),Evening Rush,88,Rural Single Lane,Well Lit Street,21,34.9,LOW
Clear,Dry,Moderate,Moderate (500m-1km),Evening Rush,38,Rural Single Lane,Well Lit Street,1,18.3,LOW
Clear,Wet,Heavy,Good (>1km),Morning Rush,37,Highway,Daylight,28,48.2,MEDIUM
Rainy,Under Construction,Low,Very Poor (<100m),Morning Rush,71,Urban Arterial,Daylight,11,57.8,MEDIUM
Foggy,Under Construction,Low,Moderate (500m-1km),Dawn,93,Rural Single Lane,Well Lit Street,33,63.8,MEDIUM
Clear,Dry,Moderate,Poor (100-500m),Morning Rush,47,Residential,Daylight,7,37.8,LOW
Clear,Dry,Moderate,Good (>1km),Dawn,53,Rural Single Lane,Daylight,15,14.2,LOW
Clear,Icy,Moderate,Good (>1km),Afternoon,105,Highway,Dimly Lit,20,71.8,HIGH
Snow,Potholes / Damaged,Low,Very Poor (<100m),Afternoon,108,Ghat / Mountain,Daylight,32,97,HIGH
Snow,Potholes / Damaged,Heavy,Good (>1km),Late Night,35,Urban Arterial,Well Lit Street,16,89.5,HIGH
Foggy,Dry,Heavy,Poor (100-500m),Morning Rush,33,Residential,Daylight,24,79.7,HIGH
Overcast,Icy,Moderate,Very Poor (<100m),Dawn,77,Rural Single Lane,Well Lit Street,33,70.9,HIGH
Rainy,Wet,Low,Moderate (500m-1km),Morning Rush,99,Residential,Dark / No Lights,3,91.5,HIGH
Rainy,Wet,Congested,Good (>1km),Late Night,103,Urban Arterial,Well Lit Street,35,97,HIGH
Snow,Icy,Heavy,Good (>1km),Dawn,119,Residential,Dark / No Lights,10,97,HIGH
Clear,Under Construction,Low,Good (>1km),Afternoon,31,Ghat / Mountain,Dark / No Lights,11,49.5,MEDIUM
Clear,Dry,Moderate,Moderate (500m-1km),Evening Rush,54,Rural Single Lane,Well Lit Street,9,15.3,LOW
Clear,Icy,Heavy,Very Poor (<100m),Evening Rush,61,Highway,Well Lit Street,4,86.5,HIGH
Clear,Under Construction,Low,Moderate (500m-1km),Morning Rush,86,Highway,Daylight,1,17.7,LOW
Overcast,Dry,Heavy,Very Poor (<100m),Afternoon,43,Residential,Dark / No Lights,12,73.2,HIGH
Foggy,Potholes / Damaged,Low,Poor (100-500m),Afternoon,112,Rural Single Lane,Dark / No Lights,11,97,HIGH
Snow,Icy,Low,Poor (100-500m),Morning Rush,72,Highway,Well Lit Street,33,97,HIGH
Clear,Under Construction,Heavy,Very Poor (<100m),Morning Rush,55,Rural Single Lane,Well Lit Street,33,52.4,MEDIUM
Clear,Potholes / Damaged,Low,Very Poor (<100m),Evening Rush,77,Ghat / Mountain,Daylight,6,73.2,HIGH
Rainy,Dry,Moderate,Poor (100-500m),Evening Rush,120,Rural Single Lane,Dark / No Lights,10,97,HIGH
Clear,Under Construction,Low,Poor (100-500m),Evening Rush,54,Rural Single Lane,Well Lit Street,11,34.1,LOW
Clear,Under Construction,Congested,Moderate (500m-1km),Late Night,60,Ghat / Mountain,Dimly Lit,30,60.3,MEDIUM
Foggy,Icy,Low,Good (>1km),Dawn,60,Highway,Daylight,8,74.5,HIGH
Overcast,Under Construction,Heavy,Very Poor (<100m),Morning Rush,87,Urban Arterial,Daylight,12,53.6,MEDIUM
Foggy,Dry,Moderate,Good (>1km),Afternoon,61,Ghat / Mountain,Daylight,3,54.0,MEDIUM
Foggy,Icy,Heavy,Poor (100-500m),Evening Rush,93,Rural Single Lane,Dark / No Lights,13,97,HIGH
Rainy,Under Construction,Congested,Moderate (500m-1km),Late Night,99,Ghat / Mountain,Dimly Lit,27,97,HIGH
Clear,Potholes / Damaged,Heavy,Moderate (500m-1km),Morning Rush,43,Residential,Dark / No Lights,11,68.7,MEDIUM
Overcast,Icy,Moderate,Very Poor (<100m),Late Night,27,Residential,Daylight,13,88.5,HIGH
Foggy,Dry,Heavy,Poor (100-500m),Morning Rush,59,Highway,Dimly Lit,25,75.8,HIGH
